Content ID,Content_Type,Reaction_type,Category,Score
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,scared,soccer,15
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,worried,soccer,12
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,worried,soccer,12
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,hate,soccer,5
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,dislike,soccer,10
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,want,soccer,70
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,super love,soccer,75
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,interested,soccer,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,want,soccer,70
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,interested,soccer,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,worried,soccer,12
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,cherish,soccer,70
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,hate,soccer,5
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,heart,soccer,60
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,want,soccer,70
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,heart,soccer,60
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,peeking,soccer,35
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,want,soccer,70
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,adore,soccer,72
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,hate,soccer,5
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,adore,soccer,72
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,interested,soccer,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,video,intrigued,soccer,45
2893a837-3157-4bbd-918f-adc93b60480a,GIF,scared,studying,15
2893a837-3157-4bbd-918f-adc93b60480a,GIF,peeking,studying,35
2893a837-3157-4bbd-918f-adc93b60480a,GIF,want,studying,70
2893a837-3157-4bbd-918f-adc93b60480a,GIF,indifferent,studying,20
2893a837-3157-4bbd-918f-adc93b60480a,GIF,disgust,studying,0
2893a837-3157-4bbd-918f-adc93b60480a,GIF,cherish,studying,70
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,peeking,studying,35
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,interested,studying,30
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,want,studying,70
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,super love,studying,75
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,love,studying,65
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,adore,studying,72
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,peeking,studying,35
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,want,studying,70
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,intrigued,studying,45
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,worried,studying,12
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,love,studying,65
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,love,studying,65
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,interested,studying,30
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,want,studying,70
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,love,studying,65
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,hate,studying,5
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,peeking,studying,35
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,like,studying,50
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,cherish,studying,70
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,indifferent,studying,20
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,intrigued,studying,45
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,dislike,studying,10
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,like,studying,50
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,interested,studying,30
34123572-64b7-4f3d-b098-a2651d882fb2,GIF,like,studying,50
811834bf-44bf-47f3-ae30-e305591177d6,video,worried,science,12
811834bf-44bf-47f3-ae30-e305591177d6,video,indifferent,science,20
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,interested,studying,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,dislike,studying,10
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,hate,studying,5
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,intrigued,studying,45
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,peeking,studying,35
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,super love,studying,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,interested,studying,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,hate,studying,5
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,disgust,studying,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,love,studying,65
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,super love,studying,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,super love,studying,75
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,scared,studying,15
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,cherish,studying,70
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,peeking,studying,35
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,scared,studying,15
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,disgust,studying,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,dislike,studying,10
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,cherish,studying,70
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,interested,studying,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,heart,studying,60
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,indifferent,studying,20
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,video,want,studying,70
8f3cce80-d539-4f83-84f6-901e524c088e,video,want,science,70
8f3cce80-d539-4f83-84f6-901e524c088e,video,intrigued,science,45
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,love,studying,65
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,heart,studying,60
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,hate,studying,5
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,peeking,studying,35
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,scared,studying,15
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,indifferent,studying,20
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,interested,studying,30
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,scared,studying,15
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,cherish,studying,70
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,disgust,studying,0
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,cherish,studying,70
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,peeking,studying,35
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,hate,studying,5
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,dislike,studying,10
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,intrigued,studying,45
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,love,studying,65
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,heart,studying,60
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,peeking,studying,35
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,peeking,studying,35
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,interested,studying,30
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,want,studying,70
27fffa3e-000d-4f29-9358-5b0d2280d18c,GIF,hate,studying,5
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,interested,studying,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,interested,studying,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,cherish,studying,70
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,cherish,studying,70
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,super love,studying,75
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,intrigued,studying,45
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,dislike,studying,10
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,interested,studying,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,intrigued,studying,45
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,peeking,studying,35
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,heart,studying,60
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,dislike,studying,10
3c092e34-bac9-4e63-a7fa-0608fb73914f,GIF,hate,studying,5
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,adore,studying,72
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,interested,studying,30
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,love,studying,65
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,love,studying,65
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,disgust,studying,0
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,scared,studying,15
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,scared,studying,15
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,super love,studying,75
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,indifferent,studying,20
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,want,studying,70
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,cherish,studying,70
413101f7-ea05-4df6-97cf-9891245c5ed7,GIF,worried,studying,12
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,like,veganism,50
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,love,veganism,65
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,adore,veganism,72
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,love,veganism,65
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,adore,veganism,72
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,hate,veganism,5
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,hate,veganism,5
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,love,veganism,65
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,adore,veganism,72
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,indifferent,veganism,20
6be333ca-7797-41a5-9a2d-e198037d30ed,GIF,hate,veganism,5
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,disgust,public speaking,0
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,want,public speaking,70
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,adore,public speaking,72
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,cherish,public speaking,70
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,like,public speaking,50
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,peeking,public speaking,35
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,interested,public speaking,30
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,disgust,public speaking,0
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,interested,public speaking,30
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,cherish,public speaking,70
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,peeking,public speaking,35
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,love,public speaking,65
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,interested,public speaking,30
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,interested,public speaking,30
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,intrigued,public speaking,45
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,intrigued,public speaking,45
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,worried,public speaking,12
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,adore,public speaking,72
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,scared,public speaking,15
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,like,public speaking,50
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,heart,public speaking,60
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,indifferent,public speaking,20
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,like,public speaking,50
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,indifferent,public speaking,20
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,disgust,public speaking,0
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,cherish,public speaking,70
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,scared,public speaking,15
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,intrigued,public speaking,45
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,dislike,public speaking,10
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,like,public speaking,50
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,super love,public speaking,75
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,disgust,public speaking,0
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,disgust,public speaking,0
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,love,public speaking,65
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,adore,public speaking,72
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,cherish,public speaking,70
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,love,public speaking,65
c136ae25-d882-4e2c-b515-5727ad2626a5,audio,scared,public speaking,15
bd810ca4-54cf-420e-afec-0214b870672e,audio,hate,public speaking,5
bd810ca4-54cf-420e-afec-0214b870672e,audio,cherish,public speaking,70
bd810ca4-54cf-420e-afec-0214b870672e,audio,worried,public speaking,12
bd810ca4-54cf-420e-afec-0214b870672e,audio,hate,public speaking,5
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,indifferent,public speaking,20
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,scared,public speaking,15
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,scared,public speaking,15
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,interested,public speaking,30
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,want,public speaking,70
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,heart,public speaking,60
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,hate,public speaking,5
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,cherish,public speaking,70
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,adore,public speaking,72
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,scared,public speaking,15
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,scared,public speaking,15
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,like,public speaking,50
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,hate,public speaking,5
ba9ce407-672c-4ceb-9c1f-59590fd187d0,audio,want,public speaking,70
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,interested,technology,30
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,indifferent,technology,20
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,disgust,technology,0
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,cherish,technology,70
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,scared,technology,15
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,love,technology,65
fa781e01-b928-401f-86f4-d42b0a3b55ab,audio,want,technology,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,indifferent,studying,20
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,dislike,studying,10
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,hate,studying,5
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,cherish,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,indifferent,studying,20
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,intrigued,studying,45
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,scared,studying,15
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,adore,studying,72
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,heart,studying,60
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,cherish,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,scared,studying,15
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,cherish,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,adore,studying,72
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,adore,studying,72
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,super love,studying,75
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,worried,studying,12
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,like,studying,50
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,love,studying,65
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,love,studying,65
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,disgust,studying,0
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,love,studying,65
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,cherish,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,scared,studying,15
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,disgust,studying,0
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,scared,studying,15
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,want,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,peeking,studying,35
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,cherish,studying,70
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,disgust,studying,0
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,love,studying,65
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,dislike,studying,10
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,disgust,studying,0
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,disgust,studying,0
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,like,studying,50
43e53b12-71cb-4aad-9cb7-8c3572053230,GIF,want,studying,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,hate,soccer,5
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,want,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,adore,soccer,72
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,indifferent,soccer,20
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,hate,soccer,5
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,disgust,soccer,0
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,super love,soccer,75
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,interested,soccer,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,want,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,scared,soccer,15
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,scared,soccer,15
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,like,soccer,50
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,heart,soccer,60
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,scared,soccer,15
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,heart,soccer,60
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,interested,soccer,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,hate,soccer,5
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,love,soccer,65
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,indifferent,soccer,20
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,heart,soccer,60
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,interested,soccer,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,cherish,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,super love,soccer,75
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,scared,soccer,15
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,adore,soccer,72
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,cherish,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,super love,soccer,75
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,disgust,soccer,0
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,dislike,soccer,10
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,want,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,want,soccer,70
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,intrigued,soccer,45
a58c963f-1bec-4eee-b66f-60062a9dd96e,video,indifferent,soccer,20
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,disgust,studying,0
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,adore,studying,72
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,super love,studying,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,love,studying,65
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,interested,studying,30
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,dislike,studying,10
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,scared,studying,15
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,indifferent,studying,20
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,worried,studying,12
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,worried,studying,12
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,dislike,studying,10
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,peeking,studying,35
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,indifferent,studying,20
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,super love,studying,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,super love,studying,75
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,GIF,heart,studying,60
748ab616-8066-4c61-b6af-d7442545d12a,photo,want,soccer,70
748ab616-8066-4c61-b6af-d7442545d12a,photo,hate,soccer,5
748ab616-8066-4c61-b6af-d7442545d12a,photo,super love,soccer,75
748ab616-8066-4c61-b6af-d7442545d12a,photo,worried,soccer,12
748ab616-8066-4c61-b6af-d7442545d12a,photo,peeking,soccer,35
748ab616-8066-4c61-b6af-d7442545d12a,photo,disgust,soccer,0
748ab616-8066-4c61-b6af-d7442545d12a,photo,want,soccer,70
748ab616-8066-4c61-b6af-d7442545d12a,photo,cherish,soccer,70
748ab616-8066-4c61-b6af-d7442545d12a,photo,cherish,soccer,70
748ab616-8066-4c61-b6af-d7442545d12a,photo,worried,soccer,12
748ab616-8066-4c61-b6af-d7442545d12a,photo,worried,soccer,12
748ab616-8066-4c61-b6af-d7442545d12a,photo,intrigued,soccer,45
748ab616-8066-4c61-b6af-d7442545d12a,photo,adore,soccer,72
748ab616-8066-4c61-b6af-d7442545d12a,photo,heart,soccer,60
748ab616-8066-4c61-b6af-d7442545d12a,photo,worried,soccer,12
748ab616-8066-4c61-b6af-d7442545d12a,photo,dislike,soccer,10
748ab616-8066-4c61-b6af-d7442545d12a,photo,love,soccer,65
748ab616-8066-4c61-b6af-d7442545d12a,photo,scared,soccer,15
748ab616-8066-4c61-b6af-d7442545d12a,photo,like,soccer,50
748ab616-8066-4c61-b6af-d7442545d12a,photo,dislike,soccer,10
748ab616-8066-4c61-b6af-d7442545d12a,photo,intrigued,soccer,45
748ab616-8066-4c61-b6af-d7442545d12a,photo,interested,soccer,30
748ab616-8066-4c61-b6af-d7442545d12a,photo,dislike,soccer,10
748ab616-8066-4c61-b6af-d7442545d12a,photo,want,soccer,70
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,interested,studying,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,worried,studying,12
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,intrigued,studying,45
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,scared,studying,15
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,super love,studying,75
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,indifferent,studying,20
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,adore,studying,72
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,worried,studying,12
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,cherish,studying,70
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,love,studying,65
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,cherish,studying,70
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,heart,studying,60
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,interested,studying,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,video,peeking,studying,35
734c0b94-6729-44ef-af97-90a3a51a466c,photo,want,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,adore,soccer,72
734c0b94-6729-44ef-af97-90a3a51a466c,photo,indifferent,soccer,20
734c0b94-6729-44ef-af97-90a3a51a466c,photo,worried,soccer,12
734c0b94-6729-44ef-af97-90a3a51a466c,photo,intrigued,soccer,45
734c0b94-6729-44ef-af97-90a3a51a466c,photo,heart,soccer,60
734c0b94-6729-44ef-af97-90a3a51a466c,photo,cherish,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,like,soccer,50
734c0b94-6729-44ef-af97-90a3a51a466c,photo,cherish,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,heart,soccer,60
734c0b94-6729-44ef-af97-90a3a51a466c,photo,heart,soccer,60
734c0b94-6729-44ef-af97-90a3a51a466c,photo,worried,soccer,12
734c0b94-6729-44ef-af97-90a3a51a466c,photo,cherish,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,peeking,soccer,35
734c0b94-6729-44ef-af97-90a3a51a466c,photo,indifferent,soccer,20
734c0b94-6729-44ef-af97-90a3a51a466c,photo,interested,soccer,30
734c0b94-6729-44ef-af97-90a3a51a466c,photo,intrigued,soccer,45
734c0b94-6729-44ef-af97-90a3a51a466c,photo,peeking,soccer,35
734c0b94-6729-44ef-af97-90a3a51a466c,photo,peeking,soccer,35
734c0b94-6729-44ef-af97-90a3a51a466c,photo,cherish,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,heart,soccer,60
734c0b94-6729-44ef-af97-90a3a51a466c,photo,scared,soccer,15
734c0b94-6729-44ef-af97-90a3a51a466c,photo,hate,soccer,5
734c0b94-6729-44ef-af97-90a3a51a466c,photo,cherish,soccer,70
734c0b94-6729-44ef-af97-90a3a51a466c,photo,interested,soccer,30
